Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
11/17/2024 18:07:11,5818,15 - 5,10,75,WRONG
11/17/2024 19:40:50,20086,2 * 15 * 2 - 2,58,MISS,MISS
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
01/02/2025 18:32:35,12009,58 + 38,96,MISS,MISS
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
01/02/2025 18:32:56,12510,88 - 9,79,MISS,MISS
01/02/2025 18:32:59,15759,68 - 60,8,96,WRONG
01/02/2025 18:33:00,16239,49 + 38,87,90,WRONG
01/02/2025 18:33:00,16616,1 + 91,92,92,CORRECT
01/02/2025 18:33:00,16790,43 + 15,58,65,WRONG
01/02/2025 18:33:01,16966,24 + 21,45,98,WRONG
01/02/2025 18:33:01,17150,21 + 37,58,47,WRONG
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
01/05/2025 20:24:55,12022,51 + 25,76,MISS,MISS
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
01/05/2025 21:03:56,12027,18 + 38,56,MISS,MISS
01/05/2025 21:04:03,19032,87 - 81,6,MISS,MISS
01/05/2025 21:04:10,26038,82 - 20,62,MISS,MISS
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
01/08/2025 07:18:19,7312,80 + 13,93,66,WRONG
01/08/2025 07:18:19,7748,88 - 2,86,68,WRONG
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
01/21/2025 18:15:59,12024,99 - 58,41,MISS,MISS
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
01/22/2025 14:37:30,5864,77 + 5,82,82,CORRECT
01/22/2025 14:37:31,6197,84 - 40 + 9,53,80,WRONG
01/22/2025 14:37:31,6499,20 + 30,50,92,WRONG
01/22/2025 14:37:31,6763,86 - 46,40,40,CORRECT
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
01/22/2025 16:53:55,12025,85 - 35,50,MISS,MISS
01/22/2025 16:54:02,19032,15 + 52,67,MISS,MISS
01/22/2025 16:54:06,22997,77 - 26,51,51,CORRECT
01/22/2025 16:54:07,23525,60 - 43,17,84,WRONG
01/22/2025 16:54:07,23676,53 + 34,87,82,WRONG
01/22/2025 16:54:07,23828,69 - 34,35,85,WRONG
01/22/2025 16:54:07,23988,14 + 65 * 1,79,32,WRONG
01/22/2025 16:54:08,24140,56 + 9 - 45,20,83,WRONG
01/22/2025 16:54:08,24324,90 - 22,68,68,CORRECT
01/22/2025 16:54:08,24806,69 - 22,47,15,WRONG
01/22/2025 16:54:08,24939,43 + 2 + 7 - 1,51,51,CORRECT
01/22/2025 16:54:09,25749,2 + 23 * 4 - 7,87,82,WRONG
01/22/2025 16:54:11,27782,68 - ( 40 - 8 ),36,38,WRONG
01/22/2025 16:54:12,28173,24 - 8,16,97,WRONG
01/22/2025 16:54:14,30359,53 - 6 * 4 / 8,50,38,WRONG
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
02/13/2025 13:37:39,12012,6 + 58,64,MISS,MISS
02/13/2025 13:37:46,19021,71 + 12,83,MISS,MISS
02/13/2025 13:37:53,26034,38 + 32,70,MISS,MISS
02/13/2025 13:38:00,33046,31 - 18,13,MISS,MISS
02/13/2025 13:38:07,40050,44 + 8,52,MISS,MISS
02/13/2025 13:38:14,47061,86 + 1,87,MISS,MISS
02/13/2025 13:38:21,54065,21 + 69,90,MISS,MISS
02/13/2025 13:38:28,61073,88 - 57,31,MISS,MISS
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
Timestamp,Relative Time (ms),Expression,Answer,Selected Option,Correctness,testUser
02/24/2025 18:22:00,12015,30 - 3,27,MISS,MISS
02/24/2025 18:22:07,19022,19 + 40,59,MISS,MISS
02/24/2025 18:22:14,26029,94 / 47,2,MISS,MISS
02/24/2025 18:22:18,29491,80 - 2,78,78,CORRECT
02/24/2025 18:22:20,31474,35 - 3,32,32,CORRECT
02/24/2025 18:22:22,34139,36 - 11,25,99,WRONG
02/24/2025 18:22:22,34306,48 - ( 43 - 9 ),14,15,WRONG
02/24/2025 18:22:23,34456,8 + 62,70,59,WRONG
02/24/2025 18:22:30,41474,71 * 1 + 7 - 7,71,MISS,MISS
02/24/2025 18:22:31,42956,50 - 6,44,44,CORRECT
02/24/2025 18:22:38,49981,22 + 3 * 14,64,MISS,MISS
02/24/2025 18:22:45,57026,2 / 2 + 54 + 3,58,MISS,MISS
02/24/2025 18:22:49,61007,7 * 2 + 1 + 55,70,70,CORRECT
02/24/2025 18:22:51,62974,87 + 1,88,88,CORRECT
02/24/2025 18:22:52,63956,72 - 39,33,97,WRONG
02/24/2025 18:22:53,64507,68 - 9,59,89,WRONG
02/24/2025 18:22:53,64740,14 + 47,61,42,WRONG
02/24/2025 18:22:55,67024,96 - 24 * 1,72,28,WRONG
02/24/2025 18:22:56,68307,1 + 88 - 82,7,59,WRONG
02/24/2025 18:23:01,72689,64 / 4 / 16,1,1,CORRECT
02/24/2025 18:23:07,79290,58 - 34,24,24,CORRECT
02/24/2025 18:23:11,83107,45 + 33,78,78,CORRECT
02/24/2025 18:23:17,88424,18 + 65 - 6,77,77,CORRECT
02/24/2025 18:23:24,95454,60 * 2 - 5 * 5,95,MISS,MISS
02/24/2025 18:23:25,97073,42 / 21,2,2,CORRECT
02/24/2025 18:23:32,104081,58 - 26,32,MISS,MISS
02/24/2025 18:23:39,111103,49 + 4 / 4 + 2,52,MISS,MISS
02/24/2025 18:23:46,118106,7 * 12 / ( 6 / 4 ),56,MISS,MISS
